"ObjectID","ObjectOld","GlobalID","LIZARDNUMBER","HESU.old","Site","DATE","Observer","DetectionType","ShelterAspect","Notes","CreationDate","Creator","EditDate","Editor","EASTING","NORTHING","x","y","Notes2","n"
567,567,"e3c2591a-648b-4de6-845a-46680c8d2c59","hesuca13","other","Calico",2018-05-13 16:59:00,"jvanas","visual",294,"Utm 
0641759
4002987
 4 m
 W end or Kraft. ","5/14/18 2:17","NDOWherps","5/14/18 2:17","NDOWherps",641759,4002987,-115.42402,36.16128,"",117
598,598,"f091e4f7-9e64-4964-9ecb-d088264a7531","hesuca13","hesuca13","Calico",2018-05-20 16:36:00,"jvanas","visual",132,"Utm 
0641141
4002849
 4 m
Surface active 
Shelter revisit","5/22/18 4:20","NDOWherps","5/22/18 4:20","NDOWherps",641141,4002849,-115.4309,36.16014,"",117
619,619,"71a4dbab-b88c-43d3-a5ce-69bd8d3166f2","hesuca13","hesuca13","Calico",2018-05-23 18:36:00,"jvanas","visual",340,"Utm 
0641131
4002815
 3 m
Small rodent hole
Above Gopher Rock ","5/23/18 23:52","NDOWherps","5/23/18 23:52","NDOWherps",641131,4002815,-115.43095,36.15983,"",117
624,624,"2900ad56-90cc-422b-92dc-9bc94d67f04b","hesuca13","hesuca13","Calico",2018-05-24 15:21:00,"jvanas","visual",NA,"Utm 
0641121
4002836
 3 m
Surface active close to shelter of 5/23
Went under rock where‰Ûªs C 7","5/24/18 18:30","NDOWherps","5/24/18 18:30","NDOWherps",641121,4002836,-115.4311,36.16006,"",117
630,630,"3eb6864a-5e10-46c2-9479-c5d9853fcba8","hesuca13","hesuca13","Calico",2018-05-25 17:01:00,"scohen","radio",124,"Hanging out in the same shelter as C7.","5/25/18 22:53","NDOWherps","5/25/18 22:53","NDOWherps",641197,4002889,NA,NA,"",117
661,661,"af82ca0a-a090-4e18-98ee-c51d35bdab63","hesuca13","hesuca13","Calico",2018-05-26 18:45:00,"jvanas","radio",204,"Utm 
0641997
4002921
 4 m
Back to W end Kraft","5/26/18 20:54","NDOWherps","5/26/18 20:54","NDOWherps",641997,4002921,-115.42133,36.16065,"",117
669,669,"c52f2416-96ed-4b24-9472-f54233604408","hesuca13","hesuca13","Calico",2018-05-27 17:30:00,"jvanas","visual",NA,"Utm 
0641610
4003052
3 m

Surface active 
Chased out or Tortoise den","5/27/18 19:41","NDOWherps","5/27/18 19:41","NDOWherps",641610,4003052,-115.42553,36.16172,"",117
672,672,"b3e0be4c-5ac5-4c11-985e-4ace1c55aa49","hesuca13","hesuca13","Calico",2018-05-29 14:52:00,"jvanas","visual",NA,"Utm 
0641341
4002758
4 m
Surface active Ash Creek  E of Gopher Rock ","5/29/18 17:24","NDOWherps","5/29/18 17:24","NDOWherps",641341,4002758,-115.4286,36.1593,"",117
693,693,"d652676e-ec51-48c7-be14-bff018ed7b33","hesuca13","hesuca13","Calico",2018-06-02 15:15:00,"jvanas","radio",123,"Utm 
0641223
4002810
3 m
In old tortoise den 
Near last year breed shelter ","6/2/18 20:04","NDOWherps","6/2/18 20:04","NDOWherps",641223,4002810,-115.42995,36.15975,"",117
700,700,"4cfe97e8-e103-4601-b194-54d0e907a9ee","hesuca13","hesuca13","Calico",2018-06-04 14:28:00,"jvanas","radio",183,"Utm 
0641553
4003073
 3 m
Near saddle trail ascent","6/4/18 18:13","NDOWherps","6/4/18 18:13","NDOWherps",641553,4003073,-115.42617,36.16211,"",117
725,725,"4e2ad1ae-fc58-4605-9c5d-0b94dfa24834","hesuca13","hesuca13","Calico",2018-06-06 16:36:00,"jvanas","radio",182,"Utm 
0642196
4002928 
4 m
Moved in shy with C 11 ","6/8/18 18:52","NDOWherps","6/8/18 18:52","NDOWherps",642196,4002928,-115.41913,36.16073,"",117
722,722,"23e1dc78-4f97-4142-a41d-b85ff653453e","hesuca13","hesuca13","Calico",2018-06-08 16:00:00,"jvanas","radio",187,"Utm 
0642195
4002926
 3 m
Same shelter with C 11","6/8/18 18:51","NDOWherps","6/8/18 18:51","NDOWherps",642195,4002926,-115.41917,36.16069,"",117
735,735,"21d144cb-9375-45df-a534-3f9ec8d5e93b","hesuca13","hesuca13","Calico",2018-06-11 14:44:00,"jvanas","visual",132,"Utm 
0641116
4002685 
4 m
Just so of gopher rock 
Small shelter above small water hole
Shelter used last year by others","6/11/18 18:24","NDOWherps","6/11/18 18:24","NDOWherps",641116,4002685,-115.4313,36.15856,"",117
782,782,"9f997f62-002d-4a33-a4a3-ad5869a99022","hesuca13","hesuca13","Calico",2018-07-10 16:15:00,"jvanas","radio",198,"Utm 
0641371
4002710
 2 m
In Tortoise de with tortoise 
Sand den under Acacia ","7/10/18 18:30","NDOWherps","7/10/18 18:30","NDOWherps",641371,4002710,-115.42831,36.15884,"",117
787,787,"a1090386-6311-49b1-ac48-87f6e6957cbb","hesuca13","hesuca13","Calico",2018-07-11 15:00:00,"jvanas","radio",205,"Utm 
0641373
4002710
 2 m
Same Tortoise den","7/11/18 17:20","NDOWherps","7/11/18 17:20","NDOWherps",641373,4002710,-115.42833,36.15873,"",117
814,814,"171a9e18-3607-4eaa-a386-043ccac61373","hesuca13","hesuca13","Calico",2018-07-17 12:58:00,"jvanas","radio",326,"Utm 
0641120
4002673
 3 m
Back near Gopher Rock ","7/18/18 16:39","NDOWherps","7/18/18 16:39","NDOWherps",641120,4002673,-115.43107,36.15849,"",117
812,812,"671f0ee1-7d9e-42de-9be7-92c463d37e7f","hesuca13","hesuca13","Calico",2018-07-18 13:42:00,"jvanas","radio",338,"Utm 
0641111
4002654
 3 m
Moved up a bit but ","7/18/18 16:39","NDOWherps","7/18/18 16:39","NDOWherps",641111,4002654,-115.43125,36.15844,"",117
818,818,"757b7122-10cd-407c-8b44-464efc3d4e10","hesuca13","hesuca13","Calico",2018-07-23 13:52:00,"jvanas","capture",146,"Utm 
0642611
4002934
 2 m
Recapture ","7/23/18 17:15","NDOWherps","7/23/18 17:15","NDOWherps",642611,4002934,-115.41456,36.16073,"",117
828,828,"b4835d4a-7bc1-44fc-b1f2-5ba7a63e4e07","hesuca13","hesuca13","Calico",2018-07-28 13:20:00,"jvanas","radio",13,"Utm 
0641117
4002659
4 m
So side of Gopher Rock ","7/28/18 16:17","NDOWherps","7/28/18 16:17","NDOWherps",641117,4002659,-115.43113,36.15858,"",117
845,845,"645fed48-9048-42bf-b636-8544520a034f","hesuca13","hesuca13","Calico",2018-08-07 14:43:00,"jvanas","radio",310,"Utm 
0641110
4002654
 4 m","8/7/18 16:49","NDOWherps","8/7/18 16:49","NDOWherps",641110,4002654,-115.4311,36.15828,"",117
850,850,"828baf1b-4ed9-4092-aa4d-f37e5fcf8291","hesuca13","hesuca13","Calico",2018-08-15 14:51:00,"jvanas","radio",NA,"Utm 
0641158
4002664
4 m
Just south of Gopher Rock low
In cattail area near big pool of water ","8/15/18 18:05","NDOWherps","8/15/18 18:05","NDOWherps",641158,4002664,-115.43071,36.15855,"",117
864,864,"1228f1dc-5022-4737-8d68-53746c0eb1f2","hesuca13","hesuca13","Calico",2018-08-22 14:16:00,"jvanas","radio",NA,"Utm 
0641156
4002670
4 m
Same area by cattails ","8/22/18 16:55","NDOWherps","8/22/18 16:55","NDOWherps",641156,4002670,-115.43089,36.15842,"",117
870,870,"aec5fcee-ed66-4953-9075-8e1d4d99582f","hesuca13","hesuca13","Calico",2018-08-29 14:10:00,"jvanas","visual",NA,"Utm 
0641159
4002662
 4 m
Under rock
","9/1/18 20:26","NDOWherps","9/1/18 20:26","NDOWherps",641159,4002662,-115.43074,36.15843,"",117
873,873,"7ca87baa-5619-4235-9e89-fb440cbe4194","hesuca13","hesuca13","Calico",2018-09-02 14:08:00,"jvanas","radio",69,"Utm 
0641155
4002666
4 m
Same shelter. 
Location map failed in field

 ","9/2/18 17:51","NDOWherps","9/2/18 17:51","NDOWherps",641155,4002666,-115.16667,36.15537,"",117
876,876,"463db3fc-923a-4754-b476-9f146d37ea09","hesuca13","hesuca13","Calico",2018-09-14 16:11:00,"jvanas","visual",NA,"Utm 
0641154
4002665
 3 m","9/14/18 20:42","NDOWherps","9/14/18 20:42","NDOWherps",641154,4002665,NA,NA,"",117
881,881,"9bbbdb27-b1c9-4e4a-96d9-ff5b5e89c5f0","hesuca13","hesuca13","Calico",2018-09-22 18:14:00,"jvanas","visual",197,"Utm 
0641116
4002653
3 m","9/22/18 22:14","NDOWherps","9/22/18 22:14","NDOWherps",641116,4002653,NA,NA,"",117
909,909,"e31c14e3-8427-4e82-bb15-8c8c50a5343d","hesuca13","hesuca13","Calico",2018-10-05 15:01:00,"jvanas","visual",219,"Utm 
0641824
4002979
3 m
Active under rock 
West end of Kraft ","10/9/18 17:58","NDOWherps","10/9/18 17:58","NDOWherps",641824,4002979,NA,NA,"",117
905,905,"d607cf03-3c06-44ac-8c89-5971d4701bf9","hesuca13","hesuca13","Calico",2018-10-09 15:42:00,"jvanas","visual",190,"Utm 
0641823
4002987
 3 m","10/9/18 17:52","NDOWherps","10/9/18 17:52","NDOWherps",641823,4002987,NA,NA,"",117
914,914,"8269911b-b26f-46b0-ae79-3fc894af7c2b","hesuca13","hesuca13","Calico",2018-10-17 15:31:00,"jvanas","radio",NA,"Utm
0642500
4002948
  2 m
High and back to E Kraft 
Across from fence corner","10/17/18 18:55","NDOWherps","10/17/18 18:55","NDOWherps",642500,4002948,NA,NA,"",117
964,964,"dd9c04c4-2cd9-4e94-be4d-05f4c7e38375","hesuca13","hesuca13","Calico",2018-11-25 16:32:00,"jvanas","radio",181,"Utm 
0642499
4002953
High above fence corner ","11/25/18 18:59","NDOWherps","11/25/18 18:59","NDOWherps",642499,4002953,NA,NA,"",117
1002,1002,"9d96ca27-7bf7-40f5-9b70-a2c13e69f836","hesuca13","hesuca13","Calico",2019-03-14 17:22:00,"jvanas","radio",178,"Utm 
0642491
4002889
New sh?
1/4. Up slope","3/16/19 14:05","NDOWherps","3/16/19 14:05","NDOWherps",642491,4002889,NA,NA,"",117
1006,1006,"d36d0592-9be7-40ba-83d7-66985767fc5b","hesuca13","hesuca13","Calico",2019-03-17 18:36:00,"jvanas","visual",169,"Utm 
0642491
4002890","3/18/19 1:41","NDOWherps","3/18/19 1:41","NDOWherps",642491,4002890,NA,NA,"",117
1014,1014,"e47393ce-7dd9-4942-8868-862a91539ff8","hesuca13","hesuca13","Calico",2019-03-26 20:31:00,"jvanas","visual",171,"Utm 
0642625
4002941
New shelter up high in rock cave","3/27/19 3:25","NDOWherps","3/27/19 3:25","NDOWherps",642625,4002941,NA,NA,"",117
1027,1027,"c08ec707-bf6a-4149-b2fd-efa975351438","hesuca13","hesuca13","Calico",2019-04-01 18:53:00,"jvanas","visual",170,"Utm 
0642625
4002942
Basking 
Same shelter ","4/2/19 0:49","NDOWherps","4/2/19 0:49","NDOWherps",642625,4002942,NA,NA,"",117
1045,1045,"c5bb85a5-6258-47ee-bb0b-ba2688fe961a","hesuca13","hesuca13","Calico",2019-04-09 19:21:00,"jvanas","visual",NA,"Utm
0642404
4002619
5 meters from C 16","4/9/19 23:04","NDOWherps","4/9/19 23:04","NDOWherps",642404,4002619,NA,NA,"",117
1046,1046,"54a413fb-f5c1-4cdb-8f6c-4ca5028d00d6","hesuca13","hesuca13","Calico",2019-04-11 20:42:00,"jvanas","visual",193,"Utm 
0642227
4002883
Basking
Shelter used often last year ","4/12/19 3:17","NDOWherps","4/12/19 3:17","NDOWherps",642227,4002883,NA,NA,"",117
1051,1051,"ad8392f3-865e-43cc-9fdd-7276c796e01d","hesuca13","hesuca13","Calico",2019-04-13 20:55:00,"jvanas","visual",183,"Utm 
0642332
4002936
Up slope and E to above Camera Cave 
","4/13/19 23:14","NDOWherps","4/13/19 23:14","NDOWherps",642332,4002936,NA,NA,"",117
1056,1056,"8ccc7b92-834e-48c9-b8ab-9b7bcdf45640","hesuca13","hesuca13","Calico",2019-04-15 19:21:00,"jvanas","visual",NA,"Utm
0642295
4002801
Active","4/16/19 15:20","NDOWherps","4/16/19 15:20","NDOWherps",642295,4002801,NA,NA,"",117
1059,1059,"08adbf02-142f-4807-ba0a-afe83c54666a","hesuca13","hesuca13","Calico",2019-04-17 17:32:00,"jvanas","visual",190,"Utm 
0642376
4002884
Basking","4/17/19 22:52","NDOWherps","4/17/19 22:52","NDOWherps",642376,4002884,NA,NA,"",117
1063,1063,"8eca974e-2131-4225-9606-c1c844f24865","hesuca13","hesuca13","Calico",2019-04-19 19:42:00,"jvanas","visual",NA,"Utm
0642331
4002751
Surface active
Went under Cat Claw. Resting","4/19/19 21:19","NDOWherps","4/19/19 21:19","NDOWherps",642331,4002751,NA,NA,"",117
1065,1065,"545d5744-d004-496f-9db1-daac0dcac3fe","hesuca13","hesuca13","Calico",2019-04-21 16:58:00,"jvanas","visual",197,"Utm 
 0642229
4002880
Familiar shelter 
Basking","4/21/19 21:40","NDOWherps","4/21/19 21:40","NDOWherps",642229,4002880,NA,NA,"",117
1071,1071,"5d8d3ab0-41f3-4734-8c90-4136f8f1663d","hesuca13","hesuca13","Calico",2019-04-23 18:18:00,"jvanas","visual",198,"Utm
0642227
4002879
Basking 
Missing most teeth
Blood in mouth
Highly aggravated
8 days since abuse by climber ","4/24/19 0:31","NDOWherps","4/24/19 0:31","NDOWherps",642227,4002879,NA,NA,"",117
1072,1072,"b2806e71-e267-4ba2-a33c-faa963dc6bc0","hesuca13","hesuca13","Calico",2019-04-26 16:28:00,"jvanas","radio",192,"Utm 
0642227
4002876
Same shelter ","4/26/19 20:59","NDOWherps","4/26/19 20:59","NDOWherps",642227,4002876,NA,NA,"",117
1077,1077,"323a466e-c234-49ab-a533-db9bc4298c80","hesuca13","hesuca13","Calico",2019-04-28 14:18:00,"jvanas","radio",192,"Utm 
0642385
4002914
Same shelter ","4/28/19 22:40","NDOWherps","4/28/19 22:40","NDOWherps",642385,4002914,NA,NA,"",117
1106,1106,"e240da81-1977-47a9-99ca-1aad0fe53bd1","hesuca13","hesuca13","Calico",2019-05-03 18:43:00,"jvanas","visual",50,"Utm
0642376
4002885
Moved","5/3/19 21:19","NDOWherps","5/3/19 21:19","NDOWherps",642376,4002885,NA,NA,"",117
1113,1113,"75075f12-703a-4a79-8c10-c121a53ff426","hesuca13","hesuca13","Calico",2019-05-06 16:27:00,"jvanas","visual",NA,"Utm 
0641585
4002945
Surface active
Open desert  W Kraft","5/6/19 18:33","NDOWherps","5/6/19 18:33","NDOWherps",641585,4002827,NA,NA,"",117
1117,1117,"7f6870d6-83d4-440c-b28a-215b4dd6ec04","hesuca13","hesuca13","Calico",2019-05-07 15:36:00,"jvanas","radio",200,"Utm 
0641599
4002881
Shelter used last year ","5/7/19 19:13","NDOWherps","5/7/19 19:13","NDOWherps",641599,4002881,NA,NA,"",117
1123,1123,"af9ff169-35dd-4e5b-8354-cf8ef014ba68","hesuca13","hesuca13","Calico",2019-05-08 20:44:00,"scohen","radio",147,"Seen on the crawl and watched it go into a shelter.","5/10/19 5:46","NDOWherps","5/10/19 5:46","NDOWherps",642227,4002879,NA,NA,"",117
1137,1137,"cbe5a0a4-474e-4461-a2fc-c2285063b6b5","hesuca13","hesuca13","Calico",2019-05-10 21:29:00,"jvanas","visual",174,"Utm 
0640641364
4002728
With C 3
","5/11/19 12:43","NDOWherps","5/11/19 12:45","NDOWherps",641364,4002728,NA,NA,"",117
1145,1145,"9204e24f-0fdf-448c-a147-fa41556bbb8b","hesuca13","hesuca13","Calico",2019-05-11 20:10:00,"jvanas","visual",185,"Utm 
0641597
4002880
Moved 277 m
Took
Over shelter of C 9","5/13/19 22:33","NDOWherps","5/13/19 22:33","NDOWherps",641597,4002880,NA,NA,"",117
1155,1155,"cba1f785-437a-4cbc-9436-116918b1cdda","hesuca13","hesuca13","Calico",2019-05-15 15:47:00,"jvanas","visual",NA,"Utm 
0642349
4002744
Calico Dr extension 
Surface active ","5/15/19 20:44","NDOWherps","5/15/19 20:44","NDOWherps",642349,4002744,NA,NA,"",117
1180,1180,"31747051-e470-4c04-ad48-d82f3accd1d4","hesuca13","hesuca13","Calico",2019-05-24 17:10:00,"jvanas","visual",200,"Utm 
0641830
4002983
Basking W Kraft ","5/24/19 20:23","NDOWherps","5/24/19 20:23","NDOWherps",641830,4002983,NA,NA,"",117
1182,1182,"60b9c6a2-de43-4597-9952-a4082c8bf484","hesuca13","hesuca13","Calico",2019-05-25 17:03:00,"jvanas","radio",207,"Utm 
0641591
4002886
Return to shelter used earlier 
Moved 256 m
","5/25/19 20:20","NDOWherps","5/25/19 20:20","NDOWherps",641591,4002886,NA,NA,"",117
1186,1186,"a7dc1f1d-108f-43a5-9617-95da80a4ccd0","hesuca13","hesuca13","Calico",2019-05-28 18:03:00,"jvanas","visual",NA,"Utm 
0642065
4002942
Surface active ","5/28/19 20:46","NDOWherps","5/28/19 20:46","NDOWherps",642065,4002942,NA,NA,"",117
1189,1189,"25220c07-5e59-4103-98e2-c63b178c3591","hesuca13","hesuca13","Calico",2019-05-30 18:27:00,"other","visual",184,"Brief visual as it was entering shelter. ","5/30/19 18:33","NDOWherps","5/30/19 18:33","NDOWherps",641813,4002561,NA,NA,"",117
1194,1194,"203ebc06-de3d-4894-92a8-57f67b27f062","hesuca13","hesuca13","Calico",2019-05-31 16:55:00,"jvanas","visual",204,"Utm 
0641862
4002980
Basking ","5/31/19 20:17","NDOWherps","5/31/19 20:17","NDOWherps",641862,4002980,NA,NA,"",117
1204,1204,"044dd229-04f5-48ae-a9df-7bb89ceea392","hesuca13","hesuca13","Calico",2019-06-02 14:29:00,"jvanas","visual",220,"Utm 
0641593
4002878
Same shelter rock
Became surface active 
","6/2/19 18:52","NDOWherps","6/2/19 18:52","NDOWherps",641593,4002878,NA,NA,"",117
1208,1208,"ecca644b-5e46-412d-9008-8454fcc7ffb6","hesuca13","hesuca13","Calico",2019-06-03 16:25:00,"jvanas","radio",220,"Utm 
0641597
4002881","6/3/19 18:22","NDOWherps","6/3/19 18:22","NDOWherps",641597,4002881,NA,NA,"",117
1217,1217,"82a0f3a8-3a1d-4bfe-92db-5617dcac2805","hesuca13","hesuca13","Calico",2019-06-05 15:22:00,"jvanas","radio",200,"Utm 
0641599
04002881","6/5/19 18:59","NDOWherps","6/5/19 18:59","NDOWherps",641599,4002881,NA,NA,"",117
1240,1240,"9877b0ee-0e24-499a-b6f5-4550de4b5958","hesuca13","hesuca13","Calico",2019-06-10 16:31:00,"jvanas","visual",179,"Utm 
0641178
4002995
","6/10/19 23:57","NDOWherps","6/10/19 23:57","NDOWherps",641178,4002995,NA,NA,"",117
1249,1249,"f01181d4-3c6c-45cd-bc3d-6b972ceed3f2","hesuca13","hesuca13","Calico",2019-06-13 13:57:00,"jvanas","visual",NA,"Utm 
0641331
4002924
Surface active ","6/14/19 2:19","NDOWherps","6/14/19 2:19","NDOWherps",641331,4002924,NA,NA,"",117
1270,1270,"05e6781b-3740-45a2-9b20-473eeb459dff","hesuca13","hesuca13","Calico",2019-06-15 16:40:00,"jvanas","radio",112,"Utm 
0641179
4002999","6/18/19 12:23","NDOWherps","6/18/19 12:23","NDOWherps",641179,4002999,NA,NA,"",117
1296,1296,"17a55aac-3e92-4f27-9271-bcd61fb84494","hesuca13","hesuca13","Calico",2019-06-17 15:48:00,"other","capture",NA,"Counted 6 or 7 teeth fully emerged
UTM: 0641232  4002888
Surface active
Weight: 734g","6/21/19 15:48","NDOWherps","6/21/19 15:48","NDOWherps",641232,4002888,NA,NA,"",117
1281,1281,"62fa7ef1-ee56-4bd5-b095-fd7e81c150f9","hesuca13","hesuca13","Calico",2019-06-18 16:06:00,"jvanas","radio",150,"Utm 
0641353
4002727
Shelter used last by C 3","6/18/19 19:24","NDOWherps","6/18/19 19:24","NDOWherps",641353,4002727,NA,NA,"",117
1305,1305,"fcd48612-71b4-4501-b848-7e119621a98e","hesuca13","hesuca13","Calico",2019-06-21 02:26:00,"other","visual",NA,"","6/23/19 19:46","NDOWherps","6/23/19 19:46","NDOWherps",642449,4002779,NA,NA,"",117
1298,1298,"8cb65ef3-5219-43ed-9e27-ef5bbc8f8b6e","hesuca13","hesuca13","Calico",2019-06-21 14:19:00,"jvanas","radio",NA,"Utm 
0642411
4002823
","6/21/19 18:14","NDOWherps","6/21/19 18:14","NDOWherps",642411,4002823,NA,NA,"",117
1303,1303,"48d9f93b-b393-40b9-bcc5-2d562923fc9e","hesuca13","hesuca13","Calico",2019-06-22 16:24:00,"jvanas","radio",134,"Utm 
0642303
4002853
Deep shelter ","6/22/19 23:29","NDOWherps","6/22/19 23:29","NDOWherps",642303,4002853,NA,NA,"",117
1317,1317,"a2ae7e8f-5dae-4fa8-b99f-040274fd75b1","hesuca13","hesuca13","Calico",2019-06-25 17:19:00,"other","visual",41,"Got a visual of C13's head and then it backed farther into shelter

UTM: 0642262, 4092920","6/26/19 20:08","NDOWherps","6/26/19 20:08","NDOWherps",642262,4002920,NA,NA,"",117
1330,1330,"70705520-a8b9-41b5-bdc7-5387935bb764","hesuca13","hesuca13","Calico",2019-06-26 14:36:00,"jvanas","visual",37,"Utm 0642099
4002632
In wash Old tortoise den","6/28/19 19:45","NDOWherps","6/28/19 19:45","NDOWherps",642099,4002632,NA,NA,"",117
1327,1327,"6483b0b5-b1ed-4b7a-af38-4700d84d873b","hesuca13","hesuca13","Calico",2019-06-28 14:11:00,"jvanas","radio",182,"Utm 
0642025
4002899
Belly tracks ","6/28/19 19:36","NDOWherps","6/28/19 19:36","NDOWherps",642025,4002899,NA,NA,"",117
1341,1341,"3b8ae91d-7149-479a-8c6b-016fe7b7eeb9","hesuca13","hesuca13","Calico",2019-07-05 14:48:00,"jvanas","radio",NA,"Utm 
0642418
4002619
Under Shipping Container 
","7/5/19 18:52","NDOWherps","7/5/19 18:52","NDOWherps",642418,4002619,NA,NA,"",117
1353,1353,"252f993b-0c5b-4077-a73b-492acf6f3e02","hesuca13","hesuca13","Calico",2019-07-09 13:29:00,"jvanas","radio",73,"Utm 
0641293
4002727","7/9/19 22:34","NDOWherps","7/9/19 22:34","NDOWherps",641293,4002727,NA,NA,"",117
1358,1358,"376f704a-660b-4521-8459-9b53f71e8d84","hesuca13","hesuca13","Calico",2019-07-14 12:56:00,"jvanas","radio",NA,"Utm 
0642025
4002907","7/14/19 15:54","NDOWherps","7/14/19 15:54","NDOWherps",642025,4002907,NA,NA,"",117
1372,1372,"b0de2f93-a18e-427b-9736-1be761ededbf","hesuca13","hesuca13","Calico",2019-07-26 13:56:00,"jvanas","radio",351,"Utm 
0642788
4002499","7/26/19 22:15","NDOWherps","7/26/19 22:15","NDOWherps",642788,4002499,NA,NA,"",117
1389,NA,"ee1eb38f-f6c9-40e0-aadb-c00e076cd632","hesuca13","hesuca13","Calico",2019-08-12 15:29:00,"jvanas","radio",NA,"Utm 
0641145
4002694","8/12/19 17:41","NDOWherps","8/12/19 17:41","NDOWherps",641145,4002694,NA,NA,"",117
1392,NA,"2e4395b7-9398-4f03-b6b7-b4399dc6217e","hesuca13","hesuca13","Calico",2019-08-21 13:36:00,"jvanas","radio",79,"Utm 
0641145

4002694
","8/21/19 16:47","NDOWherps","8/21/19 16:52","NDOWherps",641145,4002694,NA,NA,"",117
1424,NA,"caf1e09a-8b7e-47bc-b499-1ea30ae15d36","hesuca13","hesuca13","Calico",2019-09-19 16:54:00,"other","radio",9,"UTM: 0641102, 4002671 (4m accuracy)","9/19/19 19:42","NDOWherps","9/19/19 19:42","NDOWherps",641102,4002671,NA,NA,"",117
1448,NA,"503c2f02-1198-4c87-a1b8-72b2a744e4db","hesuca13","hesuca13","Calico",2019-09-30 19:27:00,"other","visual",210,"UTM: 0640979, 4002954 (3m accuracy)
Monster too far back in shelter for camera to pick up","10/3/19 15:48","NDOWherps","10/3/19 15:48","NDOWherps",640979,4002954,NA,NA,"",117
1462,NA,"8ca9651c-b60b-445c-ab66-e972d9f54ade","hesuca13","hesuca13","Calico",2019-10-07 15:58:00,"jvanas","visual",201,"Utm 
0640969
4002961

","10/7/19 18:19","NDOWherps","10/7/19 18:19","NDOWherps",640969,4002961,NA,NA,"",117
1475,NA,"312ae11d-70a4-4992-a5c4-a79e0addc9fe","hesuca13","hesuca13","Calico",2019-10-09 15:50:00,"jvanas","visual",200,"Utm 
0640979
4002952","10/9/19 19:00","NDOWherps","10/9/19 19:00","NDOWherps",640979,4002952,NA,NA,"",117
