"ObjectID","ObjectOld","GlobalID","LIZARDNUMBER","HESU.old","Site","DATE","Observer","DetectionType","ShelterAspect","Notes","CreationDate","Creator","EditDate","Editor","EASTING","NORTHING","x","y","Notes2"
817,817,"24b1b9f0-ebf5-4713-aaa7-2e161e5ccb56","hesuca12","hesuca12","Calico",2018-07-19 11:51:00,"jvanas","radio",NA,"Utm 
0642322
4002904
 4 m
Above Camera cave ","7/23/18 17:15","NDOWherps","7/23/18 17:15","NDOWherps",642322,4002904,-115.41773,36.16048,""
839,839,"eaa34a13-14c3-4763-814c-0428c005e862","hesuca12","hesuca12","Calico",2018-07-30 13:28:00,"jvanas","radio",NA,"Utm 
0642331
4002902
3 m","8/1/18 18:08","NDOWherps","8/1/18 18:08","NDOWherps",642331,4002902,-115.41758,36.16034,""
843,843,"3ab75dda-f7e0-42ad-8a97-e423d5485945","hesuca12","hesuca12","Calico",2018-08-03 13:00:00,"jvanas","radio",NA,"Utm 
0642334
4002905
2 m","8/3/18 16:27","NDOWherps","8/3/18 16:27","NDOWherps",642334,4002905,-115.4176,36.16052,""
846,846,"ff3028b9-576f-4f67-8d80-7580029005b5","hesuca12","hesuca12","Calico",2018-08-07 13:50:00,"jvanas","radio",NA,"Utm 
0642330
4002904
2 m","8/7/18 16:49","NDOWherps","8/7/18 16:49","NDOWherps",642330,4002904,-115.41767,36.1605,""
867,867,"b4ad783f-378f-4dc6-88c5-64e7047d24c3","hesuca12","hesuca12","Calico",2018-08-23 13:31:00,"jvanas","radio",NA,"Utm 
0642333
4002902
2 m","8/24/18 16:06","NDOWherps","8/24/18 16:06","NDOWherps",642333,4002902,-115.41766,36.16037,""
871,871,"f4921fe6-5f25-49df-a87b-9f619fc7484e","hesuca12","hesuca12","Calico",2018-09-01 14:52:00,"jvanas","radio",NA,"Utm 
0642333
4002906
 3 m","9/1/18 20:26","NDOWherps","9/1/18 20:26","NDOWherps",642333,4002906,-115.4176,36.16049,""
877,877,"f7b26590-899e-49fc-89c4-f78c442d9758","hesuca12","hesuca12","Calico",2018-09-11 14:51:00,"jvanas","radio",NA,"Utm 
0642331
4002900
  3 m","9/14/18 20:42","NDOWherps","9/14/18 20:42","NDOWherps",642331,4002900,NA,NA,""
882,882,"1e91244c-44e3-4fd7-8460-093130e8f611","hesuca12","hesuca12","Calico",2018-09-19 15:45:00,"jvanas","radio",NA,"Utm 
0642231
4002900
 2 m","9/22/18 22:15","NDOWherps","9/22/18 22:15","NDOWherps",642231,4002900,NA,NA,""
897,897,"ca5f5298-2826-4d54-bded-31ec3ce3c444","hesuca12","hesuca12","Calico",2018-09-25 15:16:00,"jvanas","radio",NA,"Utm 
0642329
4002898
4 m","9/28/18 19:28","NDOWherps","9/28/18 19:28","NDOWherps",642329,4002898,NA,NA,""
899,899,"c78fabe8-c962-4e2d-9f25-c20f1025a0e4","hesuca12","hesuca12","Calico",2018-09-29 13:08:00,"jvanas","radio",NA,"Utm 
0642333
4002902
2 m","9/29/18 22:25","NDOWherps","9/29/18 22:25","NDOWherps",642333,4002902,NA,NA,""
906,906,"5e55460d-126e-4c0a-a4c7-f67fb7b8e48e","hesuca12","hesuca12","Calico",2018-10-09 15:07:00,"jvanas","radio",NA,"Utm 
0642333
4002901
 3 m","10/9/18 17:53","NDOWherps","10/9/18 17:53","NDOWherps",642333,4002901,NA,NA,""
916,916,"484b685f-23bd-42b8-b781-0331e12b2a0b","hesuca12","hesuca12","Calico",2018-10-17 14:45:00,"jvanas","radio",NA,"Utm
0642333
4002902","10/17/18 18:55","NDOWherps","10/17/18 18:55","NDOWherps",642333,4002902,NA,NA,""
934,934,"debd8b3d-8309-4fa1-af3f-12896241ada4","hesuca12","hesuca12","Calico",2018-10-24 15:00:00,"jvanas","radio",NA,"Utm 
0642331
4002904
 3 m
 
","10/30/18 19:45","NDOWherps","10/30/18 19:45","NDOWherps",642331,4002902,NA,NA,""
937,937,"1fc0e4f9-1096-4fc0-8a29-44bc9717ef9d","hesuca12","hesuca12","Calico",2018-10-31 15:54:00,"jvanas","radio",NA,"Utm 
0642331
4002905
 ","10/31/18 20:35","NDOWherps","10/31/18 20:35","NDOWherps",642331,4002905,NA,NA,""
958,958,"69870c68-475c-4647-a53c-b99dfc8ffc7c","hesuca12","hesuca12","Calico",2018-11-07 18:11:00,"jvanas","radio",NA,"Utm 
0642335
4002903","11/7/18 20:11","NDOWherps","11/7/18 20:11","NDOWherps",642335,4002903,NA,NA,""
961,961,"0919af03-8d6f-4fe5-add6-0f16227303f0","hesuca12","hesuca12","Calico",2018-11-23 15:38:00,"jvanas","radio",NA,"Utm 
0642331
4002902","11/23/18 17:13","NDOWherps","11/23/18 17:13","NDOWherps",642331,4002902,NA,NA,""
973,973,"27eb929b-e58e-4cdd-a86f-c800ccb1011d","hesuca12","hesuca12","Calico",2018-12-16 18:40:00,"jvanas","radio",NA,"Utm 
0642329
4002901","12/16/18 20:52","NDOWherps","12/16/18 20:52","NDOWherps",642329,4002901,NA,NA,""
986,986,"7d88dd08-1f8e-4b0d-9f81-dd9ace155a87","hesuca12","hesuca12","Calico",2019-01-25 18:30:00,"jvanas","radio",NA,"Utm 
0642330
4002905","1/25/19 19:53","NDOWherps","1/25/19 19:53","NDOWherps",642330,4002905,NA,NA,""
990,990,"530a58e2-9e60-40dd-8341-105c1e941c5b","hesuca12","hesuca12","Calico",2019-03-01 16:26:00,"jvanas","radio",NA,"Utm 
0642328
4002900","3/2/19 0:47","NDOWherps","3/2/19 0:47","NDOWherps",642328,4002900,NA,NA,""
1003,1003,"5ba2fd15-dddb-4579-a739-70d95f31414f","hesuca12","hesuca12","Calico",2019-03-17 17:41:00,"jvanas","radio",NA,"Utm 
0642328
4002901
Same shelter ","3/18/19 1:35","NDOWherps","3/18/19 1:35","NDOWherps",642328,4002901,NA,NA,""
1013,1013,"f6141c76-a0d5-49fd-baea-a61f2cd9100c","hesuca12","hesuca12","Calico",2019-03-24 19:12:00,"jvanas","radio",NA,"Utm 
0642333
4002901","3/25/19 13:05","NDOWherps","3/25/19 13:05","NDOWherps",642333,4002901,NA,NA,""
1032,1032,"9a161606-37d2-449e-9073-bcd8d1234414","hesuca12","hesuca12","Calico",2019-03-28 21:51:00,"jvanas","radio",NA,"Utm 
0642325
4002901
","4/2/19 1:01","NDOWherps","4/2/19 1:01","NDOWherps",642325,4002901,NA,NA,""
1025,1025,"4d0aa4c8-69da-4dfc-8c46-19bbefbe0721","hesuca12","hesuca12","Calico",2019-04-01 20:24:00,"jvanas","radio",NA,"Utm 
0642331
4002901","4/2/19 0:41","NDOWherps","4/2/19 0:41","NDOWherps",642331,4002901,NA,NA,""
1042,1042,"f194a556-6be9-4e48-8792-a7eff2ee9739","hesuca12","hesuca12","Calico",2019-04-09 17:56:00,"jvanas","radio",NA,"utm 
0642334
4002900
","4/9/19 22:57","NDOWherps","4/9/19 22:57","NDOWherps",642334,4002900,NA,NA,""
1049,1049,"b33f594c-504b-49d9-b7bc-51fe60f2f3c3","hesuca12","hesuca12","Calico",2019-04-13 21:22:00,"jvanas","radio",NA,"Utm 
0642330
4002903
Same shelter ","4/13/19 23:13","NDOWherps","4/13/19 23:13","NDOWherps",642330,4002903,NA,NA,""
1073,1073,"96006da4-94cc-4a1b-bebc-b416279b021e","hesuca12","hesuca12","Calico",2019-04-26 17:13:00,"jvanas","radio",NA,"Utm 
0642333
4002903
Same shelter ","4/26/19 21:00","NDOWherps","4/26/19 21:00","NDOWherps",642333,4002903,NA,NA,""
1076,1076,"e89aaf24-7249-49e6-8ff1-ce8bd3899153","hesuca12","hesuca12","Calico",2019-04-26 17:58:00,"other","radio",NA,"Camera Cave ","4/28/19 3:03","NDOWherps","4/28/19 3:03","NDOWherps",642333,4002903,NA,NA,""
1111,1111,"9b44827a-c43e-4917-a803-0fe829c16d42","hesuca12","hesuca12","Calico",2019-05-06 14:45:00,"jvanas","radio",NA,"Utm 
0642333
4002900
","5/6/19 18:30","NDOWherps","5/6/19 18:30","NDOWherps",642333,4001900,NA,NA,""
1144,1144,"ad2008b2-5a4c-48b4-8774-190a99aaff43","hesuca12","hesuca12","Calico",2019-05-13 15:20:00,"jvanas","radio",NA,"Utm 
0642333
4002897","5/13/19 22:31","NDOWherps","5/13/19 22:31","NDOWherps",642333,4002897,NA,NA,""
