"ObjectID","ObjectOld","GlobalID","LIZARDNUMBER","HESU.old","Site","DATE","Observer","DetectionType","ShelterAspect","Notes","CreationDate","Creator","EditDate","Editor","EASTING","NORTHING","x","y","Notes2"
1179,1179,"572c0054-ad32-44d7-9b5f-6ec7d196ac18","hesuca22","other","Calico",2019-05-24 16:51:00,"jvanas","capture",NA,"Utm 
0641863
4002983
Near C 9","5/24/19 20:20","NDOWherps","5/25/19 1:28","NDOWherps",641863,4002983,NA,NA,""
1198,1198,"0a9982c2-d2e5-4d05-a727-7e302fa13f85","hesuca22","other","Calico",2019-06-01 14:37:00,"jvanas","capture",295,"Utm 
Release
0641862
4002979","6/1/19 19:35","NDOWherps","6/1/19 19:35","NDOWherps",641862,4002979,NA,NA,""
1201,1201,"14be41ef-7e13-456d-8763-163d36c81a5f","hesuca22","other","Calico",2019-06-02 13:37:00,"jvanas","visual",177,"Utm 
0641585
4002014
","6/2/19 18:45","NDOWherps","6/2/19 18:45","NDOWherps",641585,4002014,NA,NA,""
1203,1203,"87d87a73-9c67-45d6-a4f4-d7340ef47c8c","hesuca22","other","Calico",2019-06-02 15:33:00,"jvanas","radio",199,"Utm 
0641598
4002881
Move 278 m ","6/2/19 18:49","NDOWherps","6/2/19 18:49","NDOWherps",641598,4002881,NA,NA,""
1209,1209,"b9e12ce3-54f5-4c90-8db4-b57b02171c1d","hesuca22","other","Calico",2019-06-03 16:32:00,"jvanas","radio",220,"Utm 
0641597
4002880
With C 13","6/3/19 18:23","NDOWherps","6/3/19 18:23","NDOWherps",641597,4002880,NA,NA,""
1216,1216,"5cce583e-e98c-4d00-82a1-f5768c353c1d","hesuca22","other","Calico",2019-06-05 15:27:00,"jvanas","radio",200,"Utm 
0641599
4002881","6/5/19 18:59","NDOWherps","6/5/19 18:59","NDOWherps",641599,4002881,NA,NA,""
1229,1229,"5a341c55-7728-4fde-b41f-9f2c9c31fa54","hesuca22","other","Calico",2019-06-06 16:21:00,"jvanas","visual",86,"Utm 
0641664
4002960","6/6/19 19:30","NDOWherps","6/6/19 19:30","NDOWherps",641664,4002960,NA,NA,""
1238,1238,"34d62940-ae37-4426-adb3-036e194a816b","hesuca22","other","Calico",2019-06-10 17:00:00,"jvanas","radio",102,"Utm 

0641635 
4003080
","6/10/19 23:54","NDOWherps","6/10/19 23:54","NDOWherps",641635,4003080,NA,NA,""
1251,1251,"1c203746-9a61-4bb4-b590-5c5f9ff912ce","hesuca22","other","Calico",2019-06-13 14:49:00,"jvanas","radio",103,"Utm 
0641640
4003077
Lots of belly tracks ","6/14/19 2:21","NDOWherps","6/14/19 2:21","NDOWherps",641640,4003077,NA,NA,""
1294,1294,"9e906e81-a22a-46dc-9e8f-20a25bac37f4","hesuca22","other","Calico",2019-06-14 18:10:00,"other","radio",164,"Hard to determine where monster crawled under burrow but got a strong signal right above one area

Utm: 0641633, 4003087","6/21/19 15:47","NDOWherps","6/21/19 15:47","NDOWherps",641633,4003087,NA,NA,""
1280,1280,"02e0fc90-efcb-425f-8927-a4c7a23f1572","hesuca22","other","Calico",2019-06-18 15:13:00,"jvanas","radio",248,"Utm 
0641682
4003102
Moved a little ","6/18/19 19:22","NDOWherps","6/18/19 19:22","NDOWherps",641682,4003102,NA,NA,""
1314,1314,"966078cb-e30e-47d6-bdbe-7fb002ff5163","hesuca22","other","Calico",2019-06-18 19:10:00,"other","radio",178,"UTM: 0641673, 4003125","6/26/19 20:08","NDOWherps","6/26/19 20:08","NDOWherps",641673,4003125,NA,NA,""
1285,1285,"611b4cdd-16ab-4c63-8648-4fd9f9c45270","hesuca22","other","Calico",2019-06-20 13:45:00,"jvanas","radio",223,"Utm 
0641676
4003122","6/20/19 23:15","NDOWherps","6/20/19 23:15","NDOWherps",641676,4003122,NA,NA,""
1304,1304,"617fb7f3-e5ed-4b27-8ae5-5c62cb7518f5","hesuca22","other","Calico",2019-06-22 17:00:00,"jvanas","radio",NA,"Utm 
0641680
4003127
Same shelter ","6/22/19 23:30","NDOWherps","6/22/19 23:30","NDOWherps",641680,4003127,NA,NA,""
1332,1332,"f2e8cd21-2152-41a4-ba6a-d7115eeda336","hesuca22","other","Calico",2019-06-30 14:45:00,"jvanas","radio",NA,"Utm 
0641688
4003113","6/30/19 16:22","NDOWherps","6/30/19 16:22","NDOWherps",641688,4003113,NA,NA,""
1343,1343,"c43aed32-de9c-473b-a925-5d20cbe7b911","hesuca22","other","Calico",2019-07-05 16:29:00,"jvanas","radio",NA,"Utm 
0641679
4003125
","7/5/19 18:55","NDOWherps","7/5/19 18:55","NDOWherps",641679,4003125,NA,NA,""
1355,1355,"ab2f1952-19ba-42dc-9fff-130e5c8637e7","hesuca22","other","Calico",2019-07-09 14:08:00,"jvanas","radio",NA,"Utm 
0641678
4003122","7/9/19 22:37","NDOWherps","7/9/19 22:37","NDOWherps",641678,4003122,NA,NA,""
1393,NA,"f315f5a1-4380-4aae-b932-c55d2ad24485","hesuca22","other","Calico",2019-08-13 14:26:00,"jvanas","radio",NA,"Utm 
0641671

4003124","8/21/19 16:51","NDOWherps","8/21/19 16:51","NDOWherps",641671,4003124,NA,NA,""
