"hesuca16",11475.6873466415
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
"hesuca3",19217.2895468603
"hesuca15",8950.62036777374
