"ObjectID","ObjectOld","GlobalID","LIZARDNUMBER","HESU.old","Site","DATE","Observer","DetectionType","ShelterAspect","Notes","CreationDate","Creator","EditDate","Editor","EASTING","NORTHING","x","y","Notes2","n"
483,483,"b6c76498-af3b-4e9c-adf3-9c281b44ccae","hesuca6","hesucal6","Calico",2018-04-24 18:27:00,"jvanas","radio",63,"Utm 
0642717
4002875
 3 m
Same shelter ","4/24/18 21:13","NDOWherps","4/24/18 21:13","NDOWherps",642717,4002875,-115.41338,36.16009,"",152
490,490,"ac4518f3-8eab-4154-ac1e-8130d84d3764","hesuca6","hesucal6","Calico",2018-04-25 17:22:00,"jvanas","radio",88,"Utm 
0642715
4002881
 4 m 
Same shelter ","4/25/18 19:53","NDOWherps","4/25/18 19:53","NDOWherps",642715,4002881,-115.41341,36.16018,"",152
523,523,"350e17db-06d8-446b-b1a2-8a04ebdbca7b","hesuca6","hesucal6","Calico",2018-05-05 19:35:00,"other","visual",NA,"","5/5/18 21:27","jljones76","5/5/18 21:27","jljones76",642966,4002384,NA,NA,"",152
537,537,"5c1c4b7f-7720-4643-9793-d2b4bc8e42b5","hesuca6","hesucal6","Calico",2018-05-07 14:58:00,"jvanas","visual",NA,"Utm 
0643024
4002392
3 m
Surface active. 5th Dimensions ","5/7/18 18:46","NDOWherps","5/7/18 18:46","NDOWherps",643024,4002392,-115.41001,36.15572,"",152
551,551,"ec680a55-dd69-4947-81a0-9945fb68c31b","hesuca6","hesucal6","Calico",2018-05-11 15:34:00,"jvanas","radio",227,"Utm 
0642681
4002852
 5 m
Back to Kraft E end","5/11/18 20:01","NDOWherps","5/11/18 20:01","NDOWherps",642681,4002852,-115.41386,36.15992,"",152
606,606,"ed381733-bbbb-4bc1-919c-9f823b899ffd","hesuca6","hesucal6","Calico",2018-05-16 20:08:00,"scohen","radio",126,"Moved about 20m from where it was tracked a couple hours earlier.","5/23/18 20:39","NDOWherps","5/23/18 20:39","NDOWherps",642344,4002941,NA,NA,"",152
575,575,"e7592c33-aaa9-4ed7-b50a-b67367074f79","hesuca6","hesucal6","Calico",2018-05-17 11:59:00,"jvanas","radio",NA," Utm 
0642383
4002858
 4 m
Moved E and high
Almost to vertical wall
","5/17/18 15:46","NDOWherps","5/17/18 15:46","NDOWherps",642383,4002858,-115.41694,36.16102,"",152
579,579,"43b6df5b-63d5-4a06-8843-d9a866924cb0","hesuca6","hesucal6","Calico",2018-05-18 16:17:00,"jvanas","visual",72,"Utm 0642385
4002956
 3 m","5/18/18 23:09","NDOWherps","5/18/18 23:09","NDOWherps",642385,4002956,-115.41706,36.16069,"",152
588,588,"7cb1b0c8-9a10-4f41-a8fe-2162ad9ed356","hesuca6","hesucal6","Calico",2018-05-21 17:21:00,"jvanas","radio",234,"Utm 
0642386
4002959
 4 m
 Same shelter as 5/19","5/22/18 4:18","NDOWherps","5/22/18 4:18","NDOWherps",642386,4002959,-115.41702,36.161,"",152
613,613,"56293fd0-7e31-4ff8-a4bd-dff9b4225025","hesuca6","hesucal6","Calico",2018-05-22 15:45:00,"jvanas","visual",243,"Utm 
0642383
4002953
 3 m
Same shelter as 5/21
","5/23/18 23:51","NDOWherps","5/23/18 23:51","NDOWherps",642383,4002953,-115.41696,36.16103,"",152
633,633,"90152b1f-d5bd-470c-9faa-81629953026b","hesuca6","hesucal6","Calico",2018-05-25 14:40:00,"scohen","radio",212,"","5/25/18 22:53","NDOWherps","5/25/18 22:53","NDOWherps",642386,4002961,NA,NA,"",152
680,680,"cbbe7f1c-08a6-4402-b305-0041134bf327","hesuca6","hesucal6","Calico",2018-05-30 14:43:00,"jvanas","visual",235,"Utm 
0642385
4002961
5 m
Same shelter high above Camera cave ","5/30/18 19:20","NDOWherps","5/30/18 19:20","NDOWherps",642385,4002961,-115.417,36.16094,"",152
715,715,"a6d686e4-e361-4af1-88c7-0f5f32ab4f2e","hesuca6","hesucal6","Calico",2018-06-06 02:00:00,"jvanas","visual",214,"Utm 
0642321
4002938
 6 m
Mid level
Directly across from road
W of Camera cave a little  ","6/6/18 5:51","NDOWherps","6/6/18 5:51","NDOWherps",642321,4002938,-115.41779,36.16077,"",152
718,718,"1a075306-598b-42ab-8548-b9da09fd92f3","hesuca6","hesucal6","Calico",2018-06-08 14:13:00,"jvanas","visual",189,"Utm 
0642320
4002938
 7 m
","6/8/18 18:50","NDOWherps","6/8/18 18:50","NDOWherps",642320,4002938,-115.41767,36.16078,"",152
738,738,"9a5e1a3b-c308-43b7-af53-34293e0b5014","hesuca6","hesucal6","Calico",2018-06-12 02:58:00,"jvanas","radio",172,"Utm 
0642338
4002895
4 m
In pack rat den adjacent to Camera Cave ","6/12/18 5:36","NDOWherps","6/12/18 5:36","NDOWherps",642338,4002895,-115.41754,36.16042,"",152
752,752,"bab71ea4-8981-48cb-aee3-595864e930a2","hesuca6","hesucal6","Calico",2018-06-15 14:13:00,"jvanas","radio",191,"Utm 
0642339
4002897
4 m
Camera cave ","6/15/18 17:28","NDOWherps","6/15/18 17:28","NDOWherps",642339,4002897,-115.41743,36.16049,"",152
771,771,"a1356d45-a89f-4095-abf1-9977ec95ea11","hesuca6","hesucal6","Calico",2018-07-06 14:40:00,"jvanas","radio",166,"Utm 
0642340
4002899
3 m
In Camera cave ","7/6/18 17:17","NDOWherps","7/6/18 17:17","NDOWherps",642340,4002899,-115.41742,36.16036,"",152
774,774,"e39e1816-165c-493a-b34c-8ec828da5b2c","hesuca6","hesucal6","Calico",2018-07-07 15:35:00,"jvanas","radio",NA,"Utm 
0642340
4002898
4 m
Same shelter Camera cave 
Foot prints and belly prints all over ","7/7/18 18:02","NDOWherps","7/7/18 18:02","NDOWherps",642340,4002898,-115.41756,36.1604,"",152
783,783,"30543955-b77c-4a79-8d88-cdfb47e9ab3e","hesuca6","hesucal6","Calico",2018-07-10 15:15:00,"jvanas","radio",NA,"Utm 
0642336
4002899
 3 m
  Same shelter ","7/10/18 18:30","NDOWherps","7/10/18 18:30","NDOWherps",642336,4002899,-115.41752,36.16044,"",152
803,803,"37af85c3-2c00-4098-bba7-d471c7de3000","hesuca6","hesucal6","Calico",2018-07-13 12:12:00,"jvanas","radio",NA,"Utm 
0642338
4002899
 4 m","7/13/18 15:33","NDOWherps","7/13/18 15:33","NDOWherps",642338,4002899,-115.41753,36.1603,"",152
806,806,"92492521-3c04-45d4-afe4-888ef197cbde","hesuca6","hesucal6","Calico",2018-07-15 15:33:00,"jvanas","radio",NA,"On top of â€œfamily cragâ€ù under giant boulder","7/16/18 11:57","NDOWherps","7/16/18 11:57","NDOWherps",642338,4002898,-115.41761,36.16041,"",152
1148,1148,"4b4ea38f-3002-4144-b79d-0771f6997f88","hesuca6","hesucal6","Calico",2018-07-18 14:00:00,"other","radio",170,"In shelter not visible; collocated with 12 and 15.
","5/14/19 5:56","NDOWherps","5/14/19 5:56","NDOWherps",642329,4002901,NA,NA,"",152
820,820,"dffc7b14-efed-475b-ab91-a55342007ac2","hesuca6","hesucal6","Calico",2018-07-19 11:55:00,"jvanas","radio",NA,"Utm
0642322
4002903
3 m
At Camera Cave area
","7/23/18 17:15","NDOWherps","7/23/18 17:15","NDOWherps",642322,4002903,-115.41758,36.16037,"",152
838,838,"6d892da8-092b-44df-8c34-11569040e845","hesuca6","hesucal6","Calico",2018-07-30 13:22:00,"jvanas","radio",NA,"Utm 
0642334
4002902
3 m
Same shelter ","8/1/18 18:07","NDOWherps","8/1/18 18:07","NDOWherps",642334,4002902,-115.41764,36.16043,"",152
842,842,"d181f785-382f-4eaa-b6f8-75d044fc0e93","hesuca6","hesucal6","Calico",2018-08-03 12:57:00,"jvanas","radio",NA,"Utm 
0642334
4002904
3 m
Same shelter with C12","8/3/18 16:27","NDOWherps","8/3/18 16:27","NDOWherps",642334,4002904,-115.41762,36.16041,"",152
844,844,"eed2a328-d30a-4a4f-a215-40d90d263c51","hesuca6","hesucal6","Calico",2018-08-07 13:44:00,"jvanas","radio",NA,"Utm 
0642330
4002904
3 m
","8/7/18 16:49","NDOWherps","8/7/18 16:49","NDOWherps",642330,4002904,-115.41769,36.16046,"",152
865,865,"c434361c-2c7e-4843-a118-9df0f46e9290","hesuca6","hesucal6","Calico",2018-08-23 13:28:00,"jvanas","radio",NA,"Utm 
0642334
4002902
 2 m","8/24/18 16:05","NDOWherps","8/24/18 16:05","NDOWherps",642334,4002902,-115.41756,36.16041,"",152
872,872,"9063223a-6e80-442e-89ed-91e983339055","hesuca6","hesucal6","Calico",2018-09-01 14:59:00,"jvanas","radio",NA,"Utm 
0642330
4002902
 3 m","9/1/18 20:26","NDOWherps","9/1/18 20:26","NDOWherps",642330,4002902,-115.4176,36.16047,"",152
875,875,"14849dd8-97ef-4d84-a7b1-3a2b8cdf4f88","hesuca6","hesucal6","Calico",2018-09-11 14:48:00,"jvanas","radio",NA,"Utm 
0642333
4002902
 2 m","9/14/18 20:42","NDOWherps","9/14/18 20:42","NDOWherps",642333,4002902,NA,NA,"",152
883,883,"a5ffbb9f-cac8-4f42-9ea6-ba5662177355","hesuca6","hesucal6","Calico",2018-09-19 15:39:00,"jvanas","radio",NA,"Utm 
0642329
4002900
 2 m","9/22/18 22:16","NDOWherps","9/22/18 22:16","NDOWherps",642329,4002900,NA,NA,"",152
898,898,"32fc6d29-9ed3-4830-a44f-5131a833e814","hesuca6","hesucal6","Calico",2018-09-25 15:12:00,"jvanas","radio",NA,"Utm 
0642329
4002898
  4 m","9/28/18 19:30","NDOWherps","9/28/18 19:30","NDOWherps",642329,4002898,NA,NA,"",152
900,900,"e501cfc3-7f8c-4136-a215-4a5748b2c679","hesuca6","hesucal6","Calico",2018-09-29 13:04:00,"jvanas","radio",NA,"Utm 
0642334
4002901
 2 m","9/29/18 22:26","NDOWherps","9/29/18 22:26","NDOWherps",642334,4002901,NA,NA,"",152
907,907,"c3991990-ded9-4fc2-8d24-49d07d238511","hesuca6","hesucal6","Calico",2018-10-09 15:05:00,"jvanas","radio",NA,"Utm 
0642333
4002901
 3 m","10/9/18 17:54","NDOWherps","10/9/18 17:54","NDOWherps",641333,4002901,NA,NA,"",152
915,915,"98082f7d-81a2-4821-b954-e8303d863c5c","hesuca6","hesucal6","Calico",2018-10-17 14:40:00,"jvanas","radio",NA,"Utm 
06423330
4002900
 3 m","10/17/18 18:55","NDOWherps","10/17/18 18:55","NDOWherps",642330,4002900,NA,NA,"",152
933,933,"2590f16f-4c69-44a4-9645-d3d117a4cf8e","hesuca6","hesucal6","Calico",2018-10-24 15:06:00,"jvanas","radio",NA,"Utm 
0642331
4002902
 3 more ","10/30/18 19:44","NDOWherps","10/30/18 19:44","NDOWherps",642331,4002902,NA,NA,"",152
938,938,"691fa563-d499-4b69-88df-eb789e23362f","hesuca6","hesucal6","Calico",2018-10-31 15:51:00,"jvanas","radio",NA,"Utm 
0642332
4002909","10/31/18 20:36","NDOWherps","10/31/18 20:36","NDOWherps",642333,4002909,NA,NA,"",152
957,957,"4c4ace6d-a288-45b8-9174-0da6a68cc0b3","hesuca6","hesucal6","Calico",2018-11-07 18:05:00,"jvanas","radio",NA,"Utm 0642338
4002904
","11/7/18 20:11","NDOWherps","11/7/18 20:11","NDOWherps",642338,4002904,NA,NA,"",152
960,960,"6890bb4b-1002-47b4-ade6-b8e2a44cb9fb","hesuca6","hesucal6","Calico",2018-11-23 15:41:00,"jvanas","radio",NA,"Utm 
0642331
4002902","11/23/18 17:12","NDOWherps","11/23/18 17:12","NDOWherps",642332,4002902,NA,NA,"",152
974,974,"8c8c9ec6-686d-4afb-93f8-93d16346b7ba","hesuca6","hesucal6","Calico",2018-12-16 18:35:00,"jvanas","radio",NA,"Utm 
0642329
4002901","12/16/18 20:53","NDOWherps","12/16/18 20:53","NDOWherps",642329,4002901,NA,NA,"",152
987,987,"9451f058-bd68-42e9-8472-07839a975031","hesuca6","hesucal6","Calico",2019-01-25 18:27:00,"jvanas","radio",NA,"Utm 
0642330
4002905","1/25/19 19:53","NDOWherps","1/25/19 19:53","NDOWherps",642330,4002905,NA,NA,"",152
991,991,"0459e808-a527-4fa2-8aed-0fb8b60aa127","hesuca6","hesucal6","Calico",2019-03-01 16:22:00,"jvanas","radio",NA,"Utm
0642328
4002900
","3/2/19 0:48","NDOWherps","3/2/19 0:48","NDOWherps",642328,4002900,NA,NA,"",152
1004,1004,"c003f791-409d-49bb-947d-e388952f3bdb","hesuca6","hesucal6","Calico",2019-03-17 17:45:00,"jvanas","radio",NA,"Utm 
0642331
4002901","3/18/19 1:35","NDOWherps","3/18/19 1:35","NDOWherps",642331,4002901,-115.41767,36.16045,"",152
1005,1005,"d39c11a2-9e26-4f87-981b-2e5f79149073","hesuca6","hesucal6","Calico",2019-03-17 17:52:00,"jvanas","radio",NA,"UTm
0642331
4002901","3/18/19 1:38","NDOWherps","3/18/19 1:38","NDOWherps",642331,4002901,NA,NA,"",152
1012,1012,"87f1847c-c297-4aec-832d-eae2a80d2161","hesuca6","hesucal6","Calico",2019-03-24 19:09:00,"jvanas","radio",NA,"Utm 
0642333
4002901 ","3/25/19 13:05","NDOWherps","3/25/19 13:05","NDOWherps",642333,4002901,NA,NA,"",152
1033,1033,"bdb3372f-0e3c-4a99-821d-e9f90474d618","hesuca6","hesucal6","Calico",2019-03-28 21:59:00,"jvanas","radio",NA,"Utm 
0642328
4002901","4/2/19 1:02","NDOWherps","4/2/19 1:02","NDOWherps",642328,4002901,NA,NA,"",152
1024,1024,"a20eb18f-0ae1-4cc6-a1a6-6c05e196d583","hesuca6","hesucal6","Calico",2019-04-01 20:18:00,"jvanas","radio",NA,"Utm 
0642331
4002901","4/2/19 0:40","NDOWherps","4/2/19 0:40","NDOWherps",642331,4002901,NA,NA,"",152
1043,1043,"ee01d2d0-032b-4276-a2c7-082583e7929b","hesuca6","hesucal6","Calico",2019-04-09 18:01:00,"jvanas","radio",NA,"Utm 
0642334
4002903

","4/9/19 22:58","NDOWherps","4/9/19 22:58","NDOWherps",642334,4002903,NA,NA,"",152
1050,1050,"091ddc12-94c2-44e8-80c0-c8ecf4a88c67","hesuca6","hesucal6","Calico",2019-04-13 21:18:00,"jvanas","radio",NA,"Utm 
0642333
4002907
Same shelter ","4/13/19 23:13","NDOWherps","4/13/19 23:13","NDOWherps",642333,4002907,NA,NA,"",152
1060,1060,"60622d8e-b47d-489f-9718-bea07563efd1","hesuca6","hesucal6","Calico",2019-04-17 18:29:00,"jvanas","visual",178,"0642568
4002921
Way up slope
Very fat. Ate ?","4/17/19 22:53","NDOWherps","4/17/19 22:53","NDOWherps",642568,4002921,NA,NA,"",152
1074,1074,"204c8c0e-36c8-45b8-8bf8-75a84816e13a","hesuca6","hesucal6","Calico",2019-04-26 17:17:00,"jvanas","radio",NA,"Utm
0642333
4002903","4/26/19 21:00","NDOWherps","4/26/19 21:00","NDOWherps",642333,4002903,NA,NA,"",152
1075,1075,"451e42a1-df59-484b-b7b4-7b432e32c5ae","hesuca6","hesucal6","Calico",2019-04-26 18:03:00,"other","radio",NA,"Camera cave ","4/28/19 3:03","NDOWherps","4/28/19 3:03","NDOWherps",642333,4002903,NA,NA,"",152
1110,1110,"d937dd2e-f9cc-4415-bf28-b1dc8029aaad","hesuca6","hesucal6","Calico",2019-05-06 14:49:00,"jvanas","radio",NA,"Utm 
0642333
4002900","5/6/19 18:30","NDOWherps","5/6/19 18:30","NDOWherps",642333,4002900,NA,NA,"",152
1143,1143,"c1f6e5d2-671c-475e-90ea-b5fb57832329","hesuca6","hesucal6","Calico",2019-05-13 15:18:00,"jvanas","radio",NA,"Utm 
0642333
4002897","5/13/19 22:30","NDOWherps","5/13/19 22:30","NDOWherps",642333,4002897,NA,NA,"",152
1245,1245,"b0479e04-a07a-492d-af29-0a0149131a09","hesuca6","hesucal6","Calico",2019-06-10 14:45:00,"jvanas","radio",NA,"Utm 
0642326 

4002909
No change","6/11/19 0:04","NDOWherps","6/11/19 0:04","NDOWherps",642326,4002909,NA,NA,"",152
